Case_Number,Vehicle No.,Body Type,Speed Exceed,Driver Safety,Pedestrian Crash,Hit/Run
62599,2,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Stopped in Roadway (Vehicle Not Abandoned),Traveling in same direction with higher speed,No
62603,1,"4-door sedan, hardtop",No,Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Over the lane line on left side of travel lane,No
62605,1,"2-door sedan,hardtop,coupe","Yes, Too Fast for Conditions","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Traveling Too Fast for Conditions or Road Configuration,No
62610,1,"4-door sedan, hardtop",No,Tire Blowout or Flat,Blow out/flat tire,No
62611,1,3-door/2-door hatchback,"Yes, Too Fast for Conditions",Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Over the lane line on left side of travel lane,No
62612,1,Light Pickup,No,Starting or Backing Improperly,Pedestrian in road,No
62613,1,Two Wheel Motorcycle (excluding motor scooters),No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Pedestrian in road,No
62620,1,Light Pickup,No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62622,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
62623,2,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62625,1,3-door/2-door hatchback,"Yes, Too Fast for Conditions",Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Over the lane line on left side of travel lane,No
62626,1,5-door/4-door hatchback,"Yes, Too Fast for Conditions",Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Pedalcyclist or other non-motorist in road,No
62628,2,"4-door sedan, hardtop",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Turning Left,No
62633,1,Unknown motored cycle type,"Yes, Too Fast for Conditions",Overcorrecting,Traveling Too Fast for Conditions or Road Configuration,No
62638,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Phantom Vehicle,Over the lane line on left side of travel lane,No
62640,1,"2-door sedan,hardtop,coupe","Yes, Too Fast for Conditions","Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Traveling Too Fast for Conditions or Road Configuration,No
62642,1,"4-door sedan, hardtop",No,Overcorrecting,Over the lane line on right side of travel lane,No
62647,2,"2-door sedan,hardtop,coupe",No,Stopped in Roadway (Vehicle Not Abandoned),From adjacent lane (same direction) over right lane line,No
62649,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Improper Lane Usage,Crossing over (passing through) Junction,No
62649,2,"4-door sedan, hardtop",No,Looked But Did Not See,From opposite direction  over right lane line,No
62650,1,Light Pickup,No,Failure to Yield Right-of-Way,Pedalcyclist or other non-motorist in road,No
62653,1,Light Pickup,No,Failure to Yield Right-of-Way,Pedestrian in road,No
62656,1,Light Pickup,No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
62661,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Following Improperly,Traveling in same direction with lower steady speed,No
62664,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Failure to Yield Right-of-Way,Pedalcyclist or other non-motorist in road,No
62670,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,This vehicle decelerating,No
62671,1,Light Pickup,No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62673,1,Station Wagon (excluding van and truck based),"Yes, Too Fast for Conditions",Alcohol and/or Drug Test Refused,Other vehicle stopped,No
62680,1,Two Wheel Motorcycle (excluding motor scooters),No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62684,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Looked But Did Not See,Pedestrian in road,No
62690,1,"4-door sedan, hardtop",No,Looked But Did Not See,Turning Left,No
62692,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Too Fast for Conditions","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",In crossover,No
62696,1,"4-door sedan, hardtop",No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Over the lane line on left side of travel lane,No
62697,1,Two Wheel Motorcycle (excluding motor scooters),No,Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Over the lane line on left side of travel lane,No
62699,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Police Pursuing this Driver or Police Officer in Pursuit,Other cause of control loss (specify:),No
62701,1,"4-door sedan, hardtop",No,Improper or Erratic Lane Changing,Over the lane line on right side of travel lane,No
62703,1,Two Wheel Motorcycle (excluding motor scooters),No,Stopped in Roadway (Vehicle Not Abandoned),Traveling in same direction with higher speed,No
62708,1,Two Wheel Motorcycle (excluding motor scooters),No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",From opposite direction  over left lane line,No
62710,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions","Operating the Vehicle in an Erratic, Reckless or Negligent Manner.",Off the edge of the road on the right side,No
62711,1,"4-door sedan, hardtop",No,Improper Lane Usage,Blow out/flat tire,No
62712,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Exceeded Speed Limit",Improper Lane Usage,Off the edge of the road on the right side,No
62715,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62716,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,Operator Inexperience,Traveling Too Fast for Conditions or Road Configuration,No
62717,1,"2-door sedan,hardtop,coupe",No,Failure to Yield Right-of-Way,Turning Left,No
62718,1,5-door/4-door hatchback,No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62721,1,Station Wagon (excluding van and truck based),No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Other critical precrash event (specify:),No
62723,1,Light Pickup,"Yes, Too Fast for Conditions","Operating the Vehicle in an Erratic, Reckless or Negligent Manner.",Traveling in same direction with lower steady speed,No
62724,1,"4-door sedan, hardtop",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",End departure,No
62725,1,Unknown body type,No,Failure to Yield Right-of-Way,Pedestrian in road,Yes
62726,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Exceeded Speed Limit",Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
62727,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Over the lane line on left side of travel lane,No
62730,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,Driver Has a Driving Record or Driver`s License From More Than One State,Over the lane line on left side of travel lane,Yes
62732,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Improper or Erratic Lane Changing,Other vehicle stopped,No
62734,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Improper Lane Usage,Over the lane line on left side of travel lane,No
62740,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Operator Inexperience,Traveling Too Fast for Conditions or Road Configuration,No
62742,1,Unknown body type,"Yes, Too Fast for Conditions",Failure to Yield Right-of-Way,Pedestrian in road,No
62743,1,"4-door sedan, hardtop",No,Improper Lane Usage,Off the edge of the road on the right side,No
62746,1,Light Pickup,No,Making Other Improper Turn,Making a U-Turn,No
62747,1,Light Pickup,No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62750,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws","From crossing street, across path",No
62752,1,3-door/2-door hatchback,No,Mentally Challenged,Off the edge of the road on the right side,No
62753,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions","Operating the Vehicle in an Erratic, Reckless or Negligent Manner.",Other vehicle stopped,No
62754,1,Two Wheel Motorcycle (excluding motor scooters),No,Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Traveling Too Fast for Conditions or Road Configuration,No
62756,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
62758,1,5-door/4-door hatchback,"Yes, Too Fast for Conditions","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
62759,1,"2-door sedan,hardtop,coupe","Yes, Too Fast for Conditions",Police Pursuing this Driver or Police Officer in Pursuit,Off the edge of the road on the right side,No
62765,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
62766,1,Light Pickup,No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Pedestrian approaching road,No
62768,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",From adjacent lane (same direction) over left lane line,No
62770,1,5-door/4-door hatchback,No,Failure to Yield Right-of-Way,Crossing over (passing through) Junction,No
62772,1,3-door/2-door hatchback,No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
62775,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,Failure to Yield Right-of-Way,Turning Left,No
62776,1,Light Pickup,No,Failure to Yield Right-of-Way,Other critical precrash event (specify:),No
62777,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)","Yes, Too Fast for Conditions",Overcorrecting,Off the edge of the road on the right side,No
62779,1,Light Pickup,No,Overcorrecting,Traveling in same direction with lower steady speed,No
62780,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Failure to Yield Right-of-Way,Pedestrian in road,No
62786,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
62789,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Too Fast for Conditions",Improper Lane Usage,Over the lane line on left side of travel lane,No
62790,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62809,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
62810,1,"4-door sedan, hardtop",No,"Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Pedestrian in road,Yes
62815,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
62820,1,"4-door sedan, hardtop","Yes, Exceeded Speed Limit",Alcohol and/or Drug Test Refused,Traveling in same direction with lower steady speed,Yes
62822,1,Light Pickup,No,Overcorrecting,Other cause of control loss (specify:),No
62823,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions","Operating the Vehicle in an Erratic, Reckless or Negligent Manner.",Crossing over (passing through) Junction,No
62825,1,Light Pickup,No,Failure to Yield Right-of-Way,Pedestrian in road,No
62826,1,Station Wagon (excluding van and truck based),No,Looked But Did Not See,Pedestrian in road,No
62831,1,"4-door sedan, hardtop",No,Careless Driving,Crossing over (passing through) Junction,No
62834,1,Two Wheel Motorcycle (excluding motor scooters),No,Failure to Yield Right-of-Way,Crossing over (passing through) Junction,No
62835,1,"4-door sedan, hardtop",No,Looked But Did Not See,Turning Left,No
62838,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
62842,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Failure to Yield Right-of-Way,Turning Left,No
62848,1,Light Pickup,No,Looked But Did Not See,Turning Left,No
62849,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Failure to Yield Right-of-Way,Crossing over (passing through) Junction,No
62850,1,"4-door sedan, hardtop",No,Making Other Improper Turn,Traveling in opposite direction,No
62851,1,"4-door sedan, hardtop",No,Improper Lane Usage,Traveling in opposite direction,No
62852,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Improper Lane Usage,Other cause of control loss (specify:),No
62853,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Over the lane line on left side of travel lane,No
62856,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
62863,1,Light Pickup,"Yes, Too Fast for Conditions",Failure to Yield Right-of-Way,Pedestrian in road,Yes
62864,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,Looked But Did Not See,Pedestrian in road,No
62866,1,Two Wheel Motorcycle (excluding motor scooters),No,"Operating the Vehicle in an Erratic, Reckless or Negligent Manner.",Traveling in opposite direction,No
62869,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,Failure to Yield Right-of-Way,Pedestrian in road,Yes
